lat,lon,rooftop_area_sq_m,SEI_norm,GHI_mean_2024,predicted_GHI_kWh,annual_H_kWh_m2,ada_solar_kWh_yr,ada_solar_kWh_mo
7.248773334197735,125.27903570570392,359.0068693872487,0.0066737312555985,4.962704098360656,4.9627040983604545,1811.3869959015658,97388.98410719377,8115.7486755994805
7.558221686545727,125.3954277223372,20.60223821544115,0.0007272460230216,4.962704098360656,4.9627040983604545,1811.3869959015658,5588.8374881538775,465.73645734615644
7.490662726623403,125.52639135686697,51.31255970270988,0.0017006085842749,4.962704098360656,4.9627040983604545,1811.3869959015658,13919.728248977453,1159.9773540814545
7.103820406023459,125.43025461395166,113.87990838826556,0.002264824527888,4.962704098360656,4.9627040983604545,1811.3869959015658,30892.580431909133,2574.3817026590946
6.997664387634351,125.48357229485627,596.3671614331256,0.0055775297920002,5.225479234972678,5.225479234972666,1907.2999207650232,170344.66771269977,14195.388976058313
7.186504202839463,125.58117279955552,47.656425422815474,0.0011926052126587,4.962704098360656,4.9627040983604545,1811.3869959015658,12927.91657727842,1077.3263814398683
7.082643948792924,125.59090669331697,137.70698187241902,0.0027440110688323,4.962704098360656,4.9627040983604545,1811.3869959015658,37356.22967859282,3113.019139882735
6.9846639385362606,125.44143261351788,32.61622265509294,0.0016000653103266,5.225479234972678,5.225479234972666,1907.2999207650232,9316.407692324397,776.3673076936998
7.399907576157733,125.29158971069036,75.21923680334058,0.0019940539549058,4.962704098360656,4.9627040983604545,1811.3869959015658,20404.97183270881,1700.4143193924008
7.196854508822866,125.37385872374392,41.53370271044872,0.0009563471840068,4.962704098360656,4.9627040983604545,1811.3869959015658,11266.985281046742,938.9154400872285
7.079287320160814,125.44279219402182,518.345358098301,0.0192919104111865,4.962704098360656,4.9627040983604545,1811.3869959015658,140613.26438692957,11717.772032244131
7.265220151509025,125.27990276577052,245.1014509897109,0.0046835111354882,4.962704098360656,4.9627040983604545,1811.3869959015658,66489.48349046525,5540.790290872104
7.391310354866042,125.32641836838724,33.457912034176864,0.0008916528932125,4.962704098360656,4.9627040983604545,1811.3869959015658,9076.238760884478,756.3532300737065
7.497104383111493,125.42725120945578,37.28312676679267,0.0010967076645023,4.962704098360656,4.9627040983604545,1811.3869959015658,10113.917447749616,842.8264539791347
7.159118166085504,125.55344092355652,160.15790141908525,0.0038014402603671,4.962704098360656,4.9627040983604545,1811.3869959015658,43446.565082631256,3620.5470902192715
7.143503109561855,125.40342766053098,188.9363418191072,0.0026994344154253,4.962704098360656,4.9627040983604545,1811.3869959015658,51253.38805382177,4271.115671151814
7.046990719238615,125.5449185816956,323.59515983205256,0.0185849897807369,4.962704098360656,4.9627040983604545,1811.3869959015658,87782.73221300077,7315.227684416731
7.325655051654223,125.43768920734604,107.79388560240994,0.0039542562307061,4.962704098360656,4.9627040983604545,1811.3869959015658,29241.604846457663,2436.800403871472
7.262226399300142,125.53815976464182,19.918625957029214,0.0005780759724677,4.962704098360656,4.9627040983604545,1811.3869959015658,5403.391723610166,450.2826436341805
7.453140947295389,125.48868069323504,36.67297216199619,0.000994205546197,4.962704098360656,4.9627040983604545,1811.3869959015658,9948.398784524934,829.0332320437445
7.3158061874708435,125.52200452959624,41.83499082248923,0.0012612282841842,4.962704098360656,4.9627040983604545,1811.3869959015658,11348.716706423867,945.7263922019889
7.153650911684933,125.48578919639068,102.67735595748684,0.0023521507462835,4.962704098360656,4.9627040983604545,1811.3869959015658,27853.626880676988,2321.135573389749
7.221583493063817,125.32050742408748,299.9972938276951,0.0076708839496766,4.962704098360656,4.9627040983604545,1811.3869959015658,81381.26083952936,6781.771736627447
7.108173117168197,125.62688626210678,160.35495915222089,0.0050442690263652,4.962704098360656,4.9627040983604545,1811.3869959015658,43500.021587442156,3625.001798953513
7.38618027587731,125.35840037084992,67.5218791562901,0.001735200963627,4.962704098360656,4.9627040983604545,1811.3869959015658,18316.884095458925,1526.4070079549103
7.465417669433643,125.48474605714004,36.67297216199619,0.000994205546197,4.962704098360656,4.9627040983604545,1811.3869959015658,9948.398784524934,829.0332320437445
7.220192224917745,125.5361984682935,65.76990107201334,0.0016180662708957,4.962704098360656,4.9627040983604545,1811.3869959015658,17841.619190090954,1486.8015991742461
7.064672687297201,125.60799823013475,147.24808239261617,0.0047334721240266,4.962704098360656,4.9627040983604545,1811.3869959015658,39944.475659825905,3328.706304985492
7.281680519504176,125.2949384322768,21.970984537465007,0.0005418021225058,4.962704098360656,4.9627040983604545,1811.3869959015658,5960.141842384977,496.67848686541475
7.408528483420609,125.29064135001028,75.21923680334058,0.0019940539549058,4.962704098360656,4.9627040983604545,1811.3869959015658,20404.97183270881,1700.4143193924008
7.2037151064390255,125.43156972054037,40.12640376002892,0.0012319975598628,4.962704098360656,4.9627040983604545,1811.3869959015658,10885.222627450643,907.101885620887
7.365631377053318,125.36219802158432,97.92496444384426,0.0026986321395664,4.962704098360656,4.9627040983604545,1811.3869959015658,26564.429873435154,2213.7024894529295
7.013145711484006,125.39111829637169,64.36054177089046,0.0014202455264054,4.962704098360656,4.9627040983604545,1811.3869959015658,17459.297618326465,1454.9414681938722
7.133053544382094,125.43310695489576,745.278045225251,0.0141509496121153,4.962704098360656,4.9627040983604545,1811.3869959015658,202174.04704752538,16847.83725396045
7.087661764666154,125.4361835024673,518.345358098301,0.0192919104111865,4.962704098360656,4.9627040983604545,1811.3869959015658,140613.26438692957,11717.772032244131
7.332461638237423,125.36432963123856,81.30777061325696,0.0023047116322638,4.962704098360656,4.9627040983604545,1811.3869959015658,22056.628591985067,1838.0523826654223
7.512652890102147,125.30237275095234,90.52395806752692,0.0022854193721122,4.962704098360656,4.9627040983604545,1811.3869959015658,24556.734328247883,2046.3945273539903
7.363699674171508,125.42482495889944,79.77004861406348,0.0019322676369757,4.962704098360656,4.9627040983604545,1811.3869959015658,21639.485645399283,1803.2904704499404
7.378339849778367,125.49772688772568,36.35739738806345,0.0007341653361801,4.962704098360656,4.9627040983604545,1811.3869959015658,9862.791768994497,821.8993140828748
7.226311660273814,125.25809179908508,31.59146477905393,0.0007891559891741,4.962704098360656,4.9627040983604545,1811.3869959015658,8569.92142390335,714.1601186586125
7.050090344057619,125.37579432910172,41.49012457509043,0.0010834427352919,4.962704098360656,4.9627040983604545,1811.3869959015658,11255.163695740941,937.9303079784117
7.337934388066858,125.26718441148688,69.58041270433492,0.0016482590098712,4.962704098360656,4.9627040983604545,1811.3869959015658,18875.309318176354,1572.942443181363
7.181530879169899,125.49627041714704,126.35360337953982,0.0021260300437356,4.962704098360656,4.9627040983604545,1811.3869959015658,34276.3610412791,2856.363420106592
6.971022736600116,125.50099658791169,330.35538115279536,0.0103218751064929,5.225479234972678,5.225479234972666,1907.2999207650232,94361.79801440256,7863.483167866881
7.009949809088617,125.59299379355376,93.6977182187686,0.0019350231111333,4.962704098360656,4.9627040983604545,1811.3869959015658,25417.690770270492,2118.140897522541
7.274965259432886,125.45099460344996,227.32068153255776,0.0060061551898153,4.962704098360656,4.9627040983604545,1811.3869959015658,61666.03518979084,5138.836265815903
7.129632899226583,125.44467875312148,215.50497010043847,0.0045635244693588,4.962704098360656,4.9627040983604545,1811.3869959015658,58460.74796271941,4871.728996893285
7.294430318088792,125.37661338689108,49.59516889693918,0.001312071810144,4.962704098360656,4.9627040983604545,1811.3869959015658,13453.845949358745,1121.1538291132288
6.970248567780608,125.4280950897498,275.7084437077741,0.00785629476265,5.225479234972678,5.225479234972666,1907.2999207650232,78752.59783943168,6562.716486619306
7.316102880475513,125.28485589968156,15.134142288459191,0.0004875024616092,4.962704098360656,4.9627040983604545,1811.3869959015658,4105.488971067336,342.124080922278
