sample_index,starting_weight,normalized_prediction_error,ada_normalized_prediction_error,fi_normalized_prediction_error,adaboost_updated_weight,fi_adaboost_updated_weight,Phi_i,fi_modulated_loss,adaboost_weight_change,fi_adaboost_weight_change
12,0.000416666666667,0.00987017032759,0.0434557725066,0.00987017032759,0.000403810482921,0.000377960444882,0.921483532436,0.00909519941921,-1.28561837461e-05,-3.8706221785e-05
13,0.000416666666667,0.0207633992611,0.0144956601206,0.0207633992611,0.000384691704353,0.000394404713013,0.927979247107,0.0192680036137,-3.19749623136e-05,-2.22619536537e-05
14,0.000416666666667,0.00477051279469,0.0501178483448,0.00477051279469,0.000408341382552,0.000370638362537,0.927016125125,0.0044223422858,-8.32528411505e-06,-4.60283041296e-05
15,0.000416666666667,0.0205678133322,0.00530145165442,0.0205678133322,0.000378813295625,0.000394194646364,0.930616476439,0.0191407459713,-3.78533710418e-05,-2.24720203027e-05
16,0.000416666666667,0.0192844753865,0.0184274421368,0.0192844753865,0.000387233292029,0.000391911767601,0.920605618969,0.0177533963997,-2.94333746372e-05,-2.47548990652e-05
17,0.000416666666667,0.0126938206271,0.0156318928166,0.0126938206271,0.000385424470716,0.000382387287883,0.93562382654,0.0118766410286,-3.12421959502e-05,-3.42793787836e-05
18,0.000416666666667,0.0200625798082,0.0163588184406,0.0200625798082,0.000385894003355,0.000393028999085,0.918793423936,0.018433366395,-3.07726633116e-05,-2.36376675813e-05
19,0.000416666666667,0.00158802869479,0.0416570790208,0.00158802869479,0.000402595828094,0.000366072257833,0.920227263588,0.00146134730031,-1.40708385731e-05,-5.05944088337e-05
20,0.000416666666667,0.00901244267464,0.0457360779494,0.00901244267464,0.000405355638863,0.000376941047998,0.937602128417,0.00845008543398,-1.13110278037e-05,-3.97256186691e-05
21,0.000416666666667,0.00782683593416,0.0488880638903,0.00782683593416,0.000407501192877,0.000375185262761,0.937141797242,0.00733485509406,-9.16547378962e-06,-4.14814039058e-05
22,0.000416666666667,0,0,0,0.000375464678399,0.000363839512047,0.990117717625,0,-4.1201988268e-05,-5.28271546197e-05
23,0.000416666666667,0.00934079943826,0.0427656290871,0.00934079943826,0.00040334399748,0.000377196630912,0.921975899679,0.00861199196581,-1.33226691871e-05,-3.94700357549e-05
24,0.000416666666667,0.0128649185018,0.0685867472918,0.0128649185018,0.000421169730069,0.00038271428933,0.939051522112,0.012080821301,4.50306340211e-06,-3.39523773367e-05
25,0.000416666666667,0.00994531264813,0.0588112884003,0.00994531264813,0.000414330360321,0.000378383934272,0.941417218435,0.00936268856967,-2.33630634552e-06,-3.82827323948e-05
